Stock Price,Strike Price,Maturity,Dividends,Volatility,Risk-free,Call Price
83.82,105.0,0.008067882221715212,0.0,0.4461,0.0088,0.02
83.82,106.0,0.008067882221715212,0.0,0.4461,0.0088,0.02
83.82,107.0,0.008067882221715212,0.0,0.4461,0.0088,0.02
83.82,110.0,0.008067882221715212,0.0,0.4461,0.0088,0.02
83.82,115.0,0.008067882221715212,0.0,0.4461,0.0088,0.01
83.82,120.0,0.008067882221715212,0.0,0.4461,0.0088,0.01
83.82,125.0,0.008067882221715212,0.0,0.4461,0.0088,0.01
83.82,130.0,0.008067882221715212,0.0,0.4461,0.0088,0.01
83.82,135.0,0.008067882221715212,0.0,0.4461,0.0088,0.01
83.82,40.0,0.02723283773163992,0.0,0.4461,0.0088,43.95
83.82,45.0,0.02723283773163992,0.0,0.4461,0.0088,38.95
83.82,50.0,0.02723283773163992,0.0,0.4461,0.0088,33.95
83.82,55.0,0.02723283773163992,0.0,0.4461,0.0088,28.95
83.82,60.0,0.02723283773163992,0.0,0.4461,0.0088,23.95
83.82,65.0,0.02723283773163992,0.0,0.4461,0.0088,19.0
83.82,68.0,0.02723283773163992,0.0,0.4461,0.0088,16.0
83.82,69.0,0.02723283773163992,0.0,0.4461,0.0088,15.0
83.82,70.0,0.02723283773163992,0.0,0.4461,0.0088,14.05
83.82,71.0,0.02723283773163992,0.0,0.4461,0.0088,13.05
83.82,72.0,0.02723283773163992,0.0,0.4461,0.0088,12.15
83.82,73.0,0.02723283773163992,0.0,0.4461,0.0088,11.1
83.82,73.5,0.02723283773163992,0.0,0.4461,0.0088,10.6
83.82,74.0,0.02723283773163992,0.0,0.4461,0.0088,10.15
83.82,75.0,0.02723283773163992,0.0,0.4461,0.0088,9.25
83.82,76.0,0.02723283773163992,0.0,0.4461,0.0088,8.3
83.82,77.0,0.02723283773163992,0.0,0.4461,0.0088,7.4
83.82,78.0,0.02723283773163992,0.0,0.4461,0.0088,6.6
83.82,79.0,0.02723283773163992,0.0,0.4461,0.0088,5.85
83.82,79.5,0.02723283773163992,0.0,0.4461,0.0088,5.15
83.82,80.0,0.02723283773163992,0.0,0.4461,0.0088,5.0
83.82,80.5,0.02723283773163992,0.0,0.4461,0.0088,4.5
83.82,81.0,0.02723283773163992,0.0,0.4461,0.0088,4.3
83.82,81.5,0.02723283773163992,0.0,0.4461,0.0088,4.15
83.82,82.0,0.02723283773163992,0.0,0.4461,0.0088,3.85
83.82,82.5,0.02723283773163992,0.0,0.4461,0.0088,3.2
83.82,83.0,0.02723283773163992,0.0,0.4461,0.0088,2.92
83.82,83.5,0.02723283773163992,0.0,0.4461,0.0088,2.66
83.82,84.0,0.02723283773163992,0.0,0.4461,0.0088,2.4
83.82,84.5,0.02723283773163992,0.0,0.4461,0.0088,2.1
83.82,85.0,0.02723283773163992,0.0,0.4461,0.0088,1.94
83.82,85.5,0.02723283773163992,0.0,0.4461,0.0088,1.8
83.82,86.0,0.02723283773163992,0.0,0.4461,0.0088,1.55
83.82,86.5,0.02723283773163992,0.0,0.4461,0.0088,1.42
83.82,87.0,0.02723283773163992,0.0,0.4461,0.0088,1.25
83.82,87.5,0.02723283773163992,0.0,0.4461,0.0088,1.13
83.82,88.0,0.02723283773163992,0.0,0.4461,0.0088,0.96
83.82,88.5,0.02723283773163992,0.0,0.4461,0.0088,0.88
83.82,89.0,0.02723283773163992,0.0,0.4461,0.0088,0.77
83.82,89.5,0.02723283773163992,0.0,0.4461,0.0088,0.69
83.82,90.0,0.02723283773163992,0.0,0.4461,0.0088,0.6
83.82,90.5,0.02723283773163992,0.0,0.4461,0.0088,0.53
83.82,91.0,0.02723283773163992,0.0,0.4461,0.0088,0.48
83.82,91.5,0.02723283773163992,0.0,0.4461,0.0088,0.56
83.82,92.0,0.02723283773163992,0.0,0.4461,0.0088,0.38
83.82,92.5,0.02723283773163992,0.0,0.4461,0.0088,0.47
83.82,93.0,0.02723283773163992,0.0,0.4461,0.0088,0.3
83.82,93.5,0.02723283773163992,0.0,0.4461,0.0088,0.41
83.82,95.0,0.02723283773163992,0.0,0.4461,0.0088,0.19
83.82,96.0,0.02723283773163992,0.0,0.4461,0.0088,0.2
83.82,97.0,0.02723283773163992,0.0,0.4461,0.0088,0.22
83.82,98.0,0.02723283773163992,0.0,0.4461,0.0088,0.19
83.82,99.0,0.02723283773163992,0.0,0.4461,0.0088,0.15
83.82,100.0,0.02723283773163992,0.0,0.4461,0.0088,0.07
83.82,105.0,0.02723283773163992,0.0,0.4461,0.0088,0.04
83.82,110.0,0.02723283773163992,0.0,0.4461,0.0088,0.03
83.82,115.0,0.02723283773163992,0.0,0.4461,0.0088,0.01
83.82,120.0,0.02723283773163992,0.0,0.4461,0.0088,0.03
83.82,125.0,0.02723283773163992,0.0,0.4461,0.0088,0.01
83.82,130.0,0.02723283773163992,0.0,0.4461,0.0088,0.01
83.82,40.0,0.04639779324156463,0.0,0.4461,0.0088,43.95
83.82,45.0,0.04639779324156463,0.0,0.4461,0.0088,38.95
83.82,50.0,0.04639779324156463,0.0,0.4461,0.0088,33.95
83.82,55.0,0.04639779324156463,0.0,0.4461,0.0088,29.0
83.82,60.0,0.04639779324156463,0.0,0.4461,0.0088,24.0
83.82,65.0,0.04639779324156463,0.0,0.4461,0.0088,18.95
83.82,68.0,0.04639779324156463,0.0,0.4461,0.0088,16.05
83.82,69.0,0.04639779324156463,0.0,0.4461,0.0088,15.15
83.82,70.0,0.04639779324156463,0.0,0.4461,0.0088,14.15
83.82,71.0,0.04639779324156463,0.0,0.4461,0.0088,13.2
83.82,72.0,0.04639779324156463,0.0,0.4461,0.0088,12.25
83.82,73.0,0.04639779324156463,0.0,0.4461,0.0088,11.35
83.82,73.5,0.04639779324156463,0.0,0.4461,0.0088,10.8
83.82,74.0,0.04639779324156463,0.0,0.4461,0.0088,10.6
83.82,74.5,0.04639779324156463,0.0,0.4461,0.0088,9.9
83.82,75.0,0.04639779324156463,0.0,0.4461,0.0088,9.45
83.82,75.5,0.04639779324156463,0.0,0.4461,0.0088,9.25
83.82,76.0,0.04639779324156463,0.0,0.4461,0.0088,8.75
83.82,76.5,0.04639779324156463,0.0,0.4461,0.0088,8.25
83.82,77.0,0.04639779324156463,0.0,0.4461,0.0088,7.75
83.82,77.5,0.04639779324156463,0.0,0.4461,0.0088,7.65
83.82,78.0,0.04639779324156463,0.0,0.4461,0.0088,7.15
83.82,78.5,0.04639779324156463,0.0,0.4461,0.0088,6.8
83.82,79.0,0.04639779324156463,0.0,0.4461,0.0088,6.35
83.82,79.5,0.04639779324156463,0.0,0.4461,0.0088,6.2
83.82,80.0,0.04639779324156463,0.0,0.4461,0.0088,5.5
83.82,80.5,0.04639779324156463,0.0,0.4461,0.0088,5.2
83.82,81.0,0.04639779324156463,0.0,0.4461,0.0088,5.0
83.82,81.5,0.04639779324156463,0.0,0.4461,0.0088,4.6
83.82,82.0,0.04639779324156463,0.0,0.4461,0.0088,4.25
83.82,82.5,0.04639779324156463,0.0,0.4461,0.0088,3.9
83.82,83.0,0.04639779324156463,0.0,0.4461,0.0088,3.75
83.82,83.5,0.04639779324156463,0.0,0.4461,0.0088,3.5
83.82,84.0,0.04639779324156463,0.0,0.4461,0.0088,3.2
83.82,84.5,0.04639779324156463,0.0,0.4461,0.0088,3.05
83.82,85.0,0.04639779324156463,0.0,0.4461,0.0088,2.75
83.82,85.5,0.04639779324156463,0.0,0.4461,0.0088,2.56
83.82,86.0,0.04639779324156463,0.0,0.4461,0.0088,2.35
83.82,86.5,0.04639779324156463,0.0,0.4461,0.0088,2.2
83.82,87.0,0.04639779324156463,0.0,0.4461,0.0088,2.05
83.82,88.0,0.04639779324156463,0.0,0.4461,0.0088,1.75
83.82,89.0,0.04639779324156463,0.0,0.4461,0.0088,1.58
83.82,90.0,0.04639779324156463,0.0,0.4461,0.0088,1.2
83.82,91.0,0.04639779324156463,0.0,0.4461,0.0088,1.03
83.82,92.0,0.04639779324156463,0.0,0.4461,0.0088,0.88
83.82,93.0,0.04639779324156463,0.0,0.4461,0.0088,0.85
83.82,95.0,0.04639779324156463,0.0,0.4461,0.0088,0.49
83.82,96.0,0.04639779324156463,0.0,0.4461,0.0088,0.53
83.82,97.0,0.04639779324156463,0.0,0.4461,0.0088,0.44
83.82,98.0,0.04639779324156463,0.0,0.4461,0.0088,0.38
83.82,99.0,0.04639779324156463,0.0,0.4461,0.0088,0.28
83.82,100.0,0.04639779324156463,0.0,0.4461,0.0088,0.24
83.82,105.0,0.04639779324156463,0.0,0.4461,0.0088,0.15
83.82,110.0,0.04639779324156463,0.0,0.4461,0.0088,0.07
83.82,115.0,0.04639779324156463,0.0,0.4461,0.0088,0.04
83.82,120.0,0.04639779324156463,0.0,0.4461,0.0088,0.04
83.82,125.0,0.04639779324156463,0.0,0.4461,0.0088,0.03
83.82,45.0,0.06556274875148935,0.0,0.4461,0.0088,38.95
83.82,50.0,0.06556274875148935,0.0,0.4461,0.0088,34.0
83.82,55.0,0.06556274875148935,0.0,0.4461,0.0088,29.0
83.82,60.0,0.06556274875148935,0.0,0.4461,0.0088,24.05
83.82,65.0,0.06556274875148935,0.0,0.4461,0.0088,19.15
83.82,68.0,0.06556274875148935,0.0,0.4461,0.0088,16.25
83.82,69.5,0.06556274875148935,0.0,0.4461,0.0088,14.8
83.82,70.0,0.06556274875148935,0.0,0.4461,0.0088,14.4
83.82,71.0,0.06556274875148935,0.0,0.4461,0.0088,13.45
83.82,71.5,0.06556274875148935,0.0,0.4461,0.0088,13.0
83.82,72.0,0.06556274875148935,0.0,0.4461,0.0088,12.7
83.82,72.5,0.06556274875148935,0.0,0.4461,0.0088,12.05
83.82,73.0,0.06556274875148935,0.0,0.4461,0.0088,11.75
83.82,73.5,0.06556274875148935,0.0,0.4461,0.0088,11.4
83.82,74.0,0.06556274875148935,0.0,0.4461,0.0088,11.0
83.82,74.5,0.06556274875148935,0.0,0.4461,0.0088,10.5
83.82,75.0,0.06556274875148935,0.0,0.4461,0.0088,10.0
83.82,75.5,0.06556274875148935,0.0,0.4461,0.0088,9.6
83.82,76.0,0.06556274875148935,0.0,0.4461,0.0088,9.35
83.82,76.5,0.06556274875148935,0.0,0.4461,0.0088,8.65
83.82,77.0,0.06556274875148935,0.0,0.4461,0.0088,8.3
83.82,77.5,0.06556274875148935,0.0,0.4461,0.0088,8.15
83.82,78.0,0.06556274875148935,0.0,0.4461,0.0088,7.5
83.82,78.5,0.06556274875148935,0.0,0.4461,0.0088,7.15
83.82,79.0,0.06556274875148935,0.0,0.4461,0.0088,6.8
83.82,79.5,0.06556274875148935,0.0,0.4461,0.0088,6.5
83.82,80.0,0.06556274875148935,0.0,0.4461,0.0088,6.15
83.82,80.5,0.06556274875148935,0.0,0.4461,0.0088,6.2
83.82,81.0,0.06556274875148935,0.0,0.4461,0.0088,5.5
83.82,81.5,0.06556274875148935,0.0,0.4461,0.0088,5.35
83.82,82.0,0.06556274875148935,0.0,0.4461,0.0088,4.9
83.82,82.5,0.06556274875148935,0.0,0.4461,0.0088,4.7
83.82,83.0,0.06556274875148935,0.0,0.4461,0.0088,4.4
83.82,83.5,0.06556274875148935,0.0,0.4461,0.0088,4.25
83.82,84.0,0.06556274875148935,0.0,0.4461,0.0088,3.9
83.82,85.0,0.06556274875148935,0.0,0.4461,0.0088,3.4
83.82,86.0,0.06556274875148935,0.0,0.4461,0.0088,3.0
83.82,86.5,0.06556274875148935,0.0,0.4461,0.0088,2.85
83.82,87.0,0.06556274875148935,0.0,0.4461,0.0088,2.93
83.82,87.5,0.06556274875148935,0.0,0.4461,0.0088,2.53
83.82,88.0,0.06556274875148935,0.0,0.4461,0.0088,2.47
83.82,88.5,0.06556274875148935,0.0,0.4461,0.0088,2.3
83.82,90.0,0.06556274875148935,0.0,0.4461,0.0088,1.95
83.82,91.0,0.06556274875148935,0.0,0.4461,0.0088,1.6
83.82,92.0,0.06556274875148935,0.0,0.4461,0.0088,1.6
83.82,93.0,0.06556274875148935,0.0,0.4461,0.0088,1.19
83.82,95.0,0.06556274875148935,0.0,0.4461,0.0088,1.04
83.82,96.0,0.06556274875148935,0.0,0.4461,0.0088,0.97
83.82,97.0,0.06556274875148935,0.0,0.4461,0.0088,0.65
83.82,98.0,0.06556274875148935,0.0,0.4461,0.0088,0.74
83.82,99.0,0.06556274875148935,0.0,0.4461,0.0088,0.65
83.82,100.0,0.06556274875148935,0.0,0.4461,0.0088,0.46
83.82,105.0,0.06556274875148935,0.0,0.4461,0.0088,0.25
83.82,110.0,0.06556274875148935,0.0,0.4461,0.0088,0.13
83.82,115.0,0.06556274875148935,0.0,0.4461,0.0088,0.16
83.82,120.0,0.06556274875148935,0.0,0.4461,0.0088,0.15
83.82,40.0,0.08472770426141404,0.0,0.4461,0.0088,44.0
83.82,42.5,0.08472770426141404,0.0,0.4461,0.0088,41.5
83.82,45.0,0.08472770426141404,0.0,0.4461,0.0088,39.0
83.82,47.5,0.08472770426141404,0.0,0.4461,0.0088,36.45
83.82,50.0,0.08472770426141404,0.0,0.4461,0.0088,34.0
83.82,55.0,0.08472770426141404,0.0,0.4461,0.0088,29.0
83.82,60.0,0.08472770426141404,0.0,0.4461,0.0088,24.0
83.82,65.0,0.08472770426141404,0.0,0.4461,0.0088,19.15
83.82,67.5,0.08472770426141404,0.0,0.4461,0.0088,16.85
83.82,70.0,0.08472770426141404,0.0,0.4461,0.0088,14.5
83.82,72.5,0.08472770426141404,0.0,0.4461,0.0088,12.2
83.82,75.0,0.08472770426141404,0.0,0.4461,0.0088,10.15
83.82,77.5,0.08472770426141404,0.0,0.4461,0.0088,8.35
83.82,80.0,0.08472770426141404,0.0,0.4461,0.0088,6.65
83.82,82.5,0.08472770426141404,0.0,0.4461,0.0088,5.2
83.82,85.0,0.08472770426141404,0.0,0.4461,0.0088,3.95
83.82,87.5,0.08472770426141404,0.0,0.4461,0.0088,3.0
83.82,90.0,0.08472770426141404,0.0,0.4461,0.0088,2.22
83.82,92.5,0.08472770426141404,0.0,0.4461,0.0088,1.69
83.82,95.0,0.08472770426141404,0.0,0.4461,0.0088,1.2
83.82,100.0,0.08472770426141404,0.0,0.4461,0.0088,0.67
83.82,105.0,0.08472770426141404,0.0,0.4461,0.0088,0.39
83.82,110.0,0.08472770426141404,0.0,0.4461,0.0088,0.24
83.82,115.0,0.08472770426141404,0.0,0.4461,0.0088,0.17
83.82,120.0,0.08472770426141404,0.0,0.4461,0.0088,0.13
83.82,125.0,0.08472770426141404,0.0,0.4461,0.0088,0.1
83.82,130.0,0.08472770426141404,0.0,0.4461,0.0088,0.08
83.82,40.0,0.10115480898420666,0.0,0.4461,0.0088,44.0
83.82,55.0,0.10115480898420666,0.0,0.4461,0.0088,29.15
83.82,60.0,0.10115480898420666,0.0,0.4461,0.0088,24.15
83.82,65.0,0.10115480898420666,0.0,0.4461,0.0088,19.35
83.82,70.0,0.10115480898420666,0.0,0.4461,0.0088,14.75
83.82,74.5,0.10115480898420666,0.0,0.4461,0.0088,11.35
83.82,75.0,0.10115480898420666,0.0,0.4461,0.0088,10.85
83.82,75.5,0.10115480898420666,0.0,0.4461,0.0088,10.5
83.82,76.0,0.10115480898420666,0.0,0.4461,0.0088,10.1
83.82,76.5,0.10115480898420666,0.0,0.4461,0.0088,9.5
83.82,77.0,0.10115480898420666,0.0,0.4461,0.0088,9.5
83.82,77.5,0.10115480898420666,0.0,0.4461,0.0088,9.15
83.82,78.0,0.10115480898420666,0.0,0.4461,0.0088,8.7
83.82,78.5,0.10115480898420666,0.0,0.4461,0.0088,8.3
83.82,79.0,0.10115480898420666,0.0,0.4461,0.0088,7.85
83.82,79.5,0.10115480898420666,0.0,0.4461,0.0088,7.75
83.82,80.0,0.10115480898420666,0.0,0.4461,0.0088,7.5
83.82,80.5,0.10115480898420666,0.0,0.4461,0.0088,6.9
83.82,81.0,0.10115480898420666,0.0,0.4461,0.0088,6.55
83.82,81.5,0.10115480898420666,0.0,0.4461,0.0088,6.6
83.82,82.0,0.10115480898420666,0.0,0.4461,0.0088,5.9
83.82,82.5,0.10115480898420666,0.0,0.4461,0.0088,6.05
83.82,83.0,0.10115480898420666,0.0,0.4461,0.0088,5.4
83.82,83.5,0.10115480898420666,0.0,0.4461,0.0088,5.35
83.82,84.0,0.10115480898420666,0.0,0.4461,0.0088,5.05
83.82,84.5,0.10115480898420666,0.0,0.4461,0.0088,4.65
83.82,85.0,0.10115480898420666,0.0,0.4461,0.0088,4.45
83.82,85.5,0.10115480898420666,0.0,0.4461,0.0088,4.15
83.82,86.0,0.10115480898420666,0.0,0.4461,0.0088,4.1
83.82,86.5,0.10115480898420666,0.0,0.4461,0.0088,3.9
83.82,87.0,0.10115480898420666,0.0,0.4461,0.0088,3.9
83.82,87.5,0.10115480898420666,0.0,0.4461,0.0088,3.55
83.82,88.0,0.10115480898420666,0.0,0.4461,0.0088,3.3
83.82,88.5,0.10115480898420666,0.0,0.4461,0.0088,3.2
83.82,90.0,0.10115480898420666,0.0,0.4461,0.0088,2.7
83.82,91.0,0.10115480898420666,0.0,0.4461,0.0088,2.35
83.82,92.0,0.10115480898420666,0.0,0.4461,0.0088,2.2
83.82,93.0,0.10115480898420666,0.0,0.4461,0.0088,2.3
83.82,95.0,0.10115480898420666,0.0,0.4461,0.0088,1.5
83.82,96.0,0.10115480898420666,0.0,0.4461,0.0088,1.38
83.82,97.0,0.10115480898420666,0.0,0.4461,0.0088,1.44
83.82,98.0,0.10115480898420666,0.0,0.4461,0.0088,1.21
83.82,100.0,0.10115480898420666,0.0,0.4461,0.0088,0.9
83.82,105.0,0.10115480898420666,0.0,0.4461,0.0088,0.62
83.82,110.0,0.10115480898420666,0.0,0.4461,0.0088,0.32
83.82,115.0,0.10115480898420666,0.0,0.4461,0.0088,0.2
83.82,120.0,0.10115480898420666,0.0,0.4461,0.0088,0.22
83.82,125.0,0.10115480898420666,0.0,0.4461,0.0088,0.19
83.82,130.0,0.10115480898420666,0.0,0.4461,0.0088,0.1
83.82,70.0,0.12031976449413137,0.0,0.4461,0.0088,14.95
83.82,74.0,0.12031976449413137,0.0,0.4461,0.0088,11.6
83.82,74.5,0.12031976449413137,0.0,0.4461,0.0088,11.55
83.82,75.0,0.12031976449413137,0.0,0.4461,0.0088,11.2
83.82,75.5,0.12031976449413137,0.0,0.4461,0.0088,10.9
83.82,76.0,0.12031976449413137,0.0,0.4461,0.0088,10.05
83.82,77.0,0.12031976449413137,0.0,0.4461,0.0088,9.8
83.82,77.5,0.12031976449413137,0.0,0.4461,0.0088,9.15
83.82,79.0,0.12031976449413137,0.0,0.4461,0.0088,8.4
83.82,80.0,0.12031976449413137,0.0,0.4461,0.0088,7.55
83.82,80.5,0.12031976449413137,0.0,0.4461,0.0088,7.3
83.82,81.0,0.12031976449413137,0.0,0.4461,0.0088,7.3
83.82,81.5,0.12031976449413137,0.0,0.4461,0.0088,7.1
83.82,82.0,0.12031976449413137,0.0,0.4461,0.0088,6.7
83.82,82.5,0.12031976449413137,0.0,0.4461,0.0088,6.4
83.82,83.0,0.12031976449413137,0.0,0.4461,0.0088,5.75
83.82,83.5,0.12031976449413137,0.0,0.4461,0.0088,5.55
83.82,84.0,0.12031976449413137,0.0,0.4461,0.0088,5.25
83.82,84.5,0.12031976449413137,0.0,0.4461,0.0088,5.05
83.82,85.0,0.12031976449413137,0.0,0.4461,0.0088,4.9
83.82,85.5,0.12031976449413137,0.0,0.4461,0.0088,4.55
83.82,86.0,0.12031976449413137,0.0,0.4461,0.0088,4.6
83.82,86.5,0.12031976449413137,0.0,0.4461,0.0088,4.5
83.82,87.0,0.12031976449413137,0.0,0.4461,0.0088,4.35
83.82,87.5,0.12031976449413137,0.0,0.4461,0.0088,4.1
83.82,88.0,0.12031976449413137,0.0,0.4461,0.0088,3.95
83.82,90.0,0.12031976449413137,0.0,0.4461,0.0088,2.91
83.82,95.0,0.12031976449413137,0.0,0.4461,0.0088,1.8
83.82,100.0,0.12031976449413137,0.0,0.4461,0.0088,1.06
83.82,105.0,0.12031976449413137,0.0,0.4461,0.0088,0.8
83.82,3.0,0.1613875263011129,0.0,0.4461,0.0088,80.95
83.82,5.0,0.1613875263011129,0.0,0.4461,0.0088,78.95
83.82,8.0,0.1613875263011129,0.0,0.4461,0.0088,76.0
83.82,10.0,0.1613875263011129,0.0,0.4461,0.0088,74.0
83.82,13.0,0.1613875263011129,0.0,0.4461,0.0088,71.0
83.82,15.0,0.1613875263011129,0.0,0.4461,0.0088,69.0
83.82,18.0,0.1613875263011129,0.0,0.4461,0.0088,66.0
83.82,20.0,0.1613875263011129,0.0,0.4461,0.0088,64.0
83.82,23.0,0.1613875263011129,0.0,0.4461,0.0088,61.0
83.82,25.0,0.1613875263011129,0.0,0.4461,0.0088,59.0
83.82,28.0,0.1613875263011129,0.0,0.4461,0.0088,56.0
83.82,30.0,0.1613875263011129,0.0,0.4461,0.0088,54.0
83.82,32.0,0.1613875263011129,0.0,0.4461,0.0088,52.05
83.82,35.0,0.1613875263011129,0.0,0.4461,0.0088,49.0
83.82,37.0,0.1613875263011129,0.0,0.4461,0.0088,47.1
83.82,40.0,0.1613875263011129,0.0,0.4461,0.0088,44.0
83.82,42.0,0.1613875263011129,0.0,0.4461,0.0088,42.05
83.82,45.0,0.1613875263011129,0.0,0.4461,0.0088,39.05
83.82,47.0,0.1613875263011129,0.0,0.4461,0.0088,37.15
83.82,50.0,0.1613875263011129,0.0,0.4461,0.0088,34.1
83.82,52.5,0.1613875263011129,0.0,0.4461,0.0088,31.65
83.82,55.0,0.1613875263011129,0.0,0.4461,0.0088,29.25
83.82,57.5,0.1613875263011129,0.0,0.4461,0.0088,26.75
83.82,60.0,0.1613875263011129,0.0,0.4461,0.0088,24.55
83.82,62.5,0.1613875263011129,0.0,0.4461,0.0088,22.0
83.82,65.0,0.1613875263011129,0.0,0.4461,0.0088,19.75
83.82,67.5,0.1613875263011129,0.0,0.4461,0.0088,17.9
83.82,70.0,0.1613875263011129,0.0,0.4461,0.0088,15.45
83.82,72.5,0.1613875263011129,0.0,0.4461,0.0088,13.35
83.82,75.0,0.1613875263011129,0.0,0.4461,0.0088,11.5
83.82,77.5,0.1613875263011129,0.0,0.4461,0.0088,10.2
83.82,80.0,0.1613875263011129,0.0,0.4461,0.0088,8.25
83.82,82.5,0.1613875263011129,0.0,0.4461,0.0088,6.9
83.82,85.0,0.1613875263011129,0.0,0.4461,0.0088,5.75
83.82,87.5,0.1613875263011129,0.0,0.4461,0.0088,4.75
83.82,90.0,0.1613875263011129,0.0,0.4461,0.0088,3.9
