Price.x,Div Y,Expiration Date,Type,Strike,Ticker,Price.y,Volatility
55.50000381469727,0,2021-04-16T00:00:00Z,Call,40,RR/ LN Equity,93.69999694824219,1.0113190412268376
26.50000190734863,0,2021-03-19T00:00:00Z,Call,80,RR/ LN Equity,93.69999694824219,1.0113190412268376
39.25,0,2021-03-19T00:00:00Z,Call,60,RR/ LN Equity,93.69999694824219,1.0113190412268376
55.00000381469727,0,2021-03-19T00:00:00Z,Call,40,RR/ LN Equity,93.69999694824219,1.0113190412268376
24.25000190734863,0,2021-02-19T00:00:00Z,Call,80,RR/ LN Equity,93.69999694824219,1.0113190412268376
37.25,0,2021-02-19T00:00:00Z,Call,60,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.25000381469727,0,2021-02-19T00:00:00Z,Call,40,RR/ LN Equity,93.69999694824219,1.0113190412268376
22.00000190734863,0,2021-01-15T00:00:00Z,Call,80,RR/ LN Equity,93.69999694824219,1.0113190412268376
36.25,0,2021-01-15T00:00:00Z,Call,60,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.00000381469727,0,2021-01-15T00:00:00Z,Call,40,RR/ LN Equity,93.69999694824219,1.0113190412268376
20,0,2020-12-18T00:00:00Z,Call,80,RR/ LN Equity,93.69999694824219,1.0113190412268376
35.25,0,2020-12-18T00:00:00Z,Call,60,RR/ LN Equity,93.69999694824219,1.0113190412268376
53.75000381469727,0,2020-12-18T00:00:00Z,Call,40,RR/ LN Equity,93.69999694824219,1.0113190412268376
16.25,0,2020-11-20T00:00:00Z,Call,80,RR/ LN Equity,93.69999694824219,1.0113190412268376
34,0,2020-11-20T00:00:00Z,Call,60,RR/ LN Equity,93.69999694824219,1.0113190412268376
53.75000381469727,0,2020-11-20T00:00:00Z,Call,40,RR/ LN Equity,93.69999694824219,1.0113190412268376
67.75,0,2022-12-16T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
47.50000381469727,0,2022-12-16T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
34.75,0,2022-12-16T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-11-18T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
44.50000381469727,0,2022-11-18T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
29.50000190734863,0,2022-11-18T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-10-21T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
44.25000381469727,0,2022-10-21T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
29.25000190734863,0,2022-10-21T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-09-16T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
44.25000381469727,0,2022-09-16T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
29.00000190734863,0,2022-09-16T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-08-19T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
44.00000381469727,0,2022-08-19T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
28.75000190734863,0,2022-08-19T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-07-15T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
43.50000381469727,0,2022-07-15T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
28.00000190734863,0,2022-07-15T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-06-17T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
43.25000381469727,0,2022-06-17T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
27.50000190734863,0,2022-06-17T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-05-20T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
43.00000381469727,0,2022-05-20T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
27.00000190734863,0,2022-05-20T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
66.75,0,2022-04-14T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
42.75000381469727,0,2022-04-14T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
26.50000190734863,0,2022-04-14T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
66.75,0,2022-03-18T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
42.50000381469727,0,2022-03-18T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
26.00000190734863,0,2022-03-18T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-02-18T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
43.50000381469727,0,2022-02-18T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
27.75000190734863,0,2022-02-18T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2022-01-21T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
43.00000381469727,0,2022-01-21T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
27.25000190734863,0,2022-01-21T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
48.00000381469727,0,2021-12-17T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.00000381469727,0,2021-12-17T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.25000381469727,0,2021-12-17T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
66.75,0,2021-12-17T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-12-17T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-12-17T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
42.75000381469727,0,2021-12-17T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
26.50000190734863,0,2021-12-17T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
49.25000381469727,0,2021-11-19T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.75000381469727,0,2021-11-19T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.75000381469727,0,2021-11-19T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2021-11-19T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-11-19T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-11-19T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
44.00000381469727,0,2021-11-19T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
28.50000190734863,0,2021-11-19T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
26.00000190734863,0,2021-10-15T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
23.25000190734863,0,2021-10-15T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
32.5,0,2021-10-15T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
35.75,0,2021-10-15T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
49.50000381469727,0,2021-10-15T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
55.00000381469727,0,2021-10-15T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.75000381469727,0,2021-10-15T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
67.25,0,2021-10-15T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-10-15T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-10-15T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
44.50000381469727,0,2021-10-15T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
29.00000190734863,0,2021-10-15T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
25.25000190734863,0,2021-09-17T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
31.75000190734863,0,2021-09-17T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
49.00000381469727,0,2021-09-17T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.75000381469727,0,2021-09-17T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2021-09-17T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-09-17T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-09-17T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
22.25000190734863,0,2021-09-17T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
35,0,2021-09-17T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
39.25,0,2021-09-17T00:00:00Z,Call,62,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.75000381469727,0,2021-09-17T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
44.00000381469727,0,2021-09-17T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
28.25000190734863,0,2021-09-17T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
47.00000381469727,0,2021-08-20T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.00000381469727,0,2021-08-20T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
66.75,0,2021-08-20T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-08-20T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-08-20T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
36,0,2021-08-20T00:00:00Z,Call,62,RR/ LN Equity,93.69999694824219,1.0113190412268376
53.25000381469727,0,2021-08-20T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
27.50000190734863,0,2021-08-20T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
17.5,0,2021-08-20T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
20.50000190734863,0,2021-08-20T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
31.25000190734863,0,2021-08-20T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
41.25000381469727,0,2021-08-20T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
23.75000190734863,0,2021-08-20T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
48.25000381469727,0,2021-07-16T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.25000381469727,0,2021-07-16T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2021-07-16T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-07-16T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-07-16T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
37.75,0,2021-07-16T00:00:00Z,Call,62,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.00000381469727,0,2021-07-16T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
29.50000190734863,0,2021-07-16T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
42.75000381469727,0,2021-07-16T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
19.5,0,2021-07-16T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
22.50000190734863,0,2021-07-16T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
33,0,2021-07-16T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
25.75000190734863,0,2021-07-16T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
47.75000381469727,0,2021-06-18T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.25000381469727,0,2021-06-18T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
66.75,0,2021-06-18T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-06-18T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-06-18T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
37,0,2021-06-18T00:00:00Z,Call,62,RR/ LN Equity,93.69999694824219,1.0113190412268376
53.75000381469727,0,2021-06-18T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
28.50000190734863,0,2021-06-18T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
42.00000381469727,0,2021-06-18T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
21.25000190734863,0,2021-06-18T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
32.25,0,2021-06-18T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
18.25,0,2021-06-18T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
24.75000190734863,0,2021-06-18T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
50.50000381469727,0,2021-05-21T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
61.50000381469727,0,2021-05-21T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
67.5,0,2021-05-21T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
73,0,2021-05-21T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-05-21T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
40.75000381469727,0,2021-05-21T00:00:00Z,Call,62,RR/ LN Equity,93.69999694824219,1.0113190412268376
55.75000381469727,0,2021-05-21T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
22.75000190734863,0,2021-05-21T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
26.00000190734863,0,2021-05-21T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
33.25,0,2021-05-21T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
36.5,0,2021-05-21T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
45.50000381469727,0,2021-05-21T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
29.25000190734863,0,2021-05-21T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-04-16T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-04-16T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
49.00000381469727,0,2021-04-16T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.50000381469727,0,2021-04-16T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2021-04-16T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
39.25,0,2021-04-16T00:00:00Z,Call,62,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.50000381469727,0,2021-04-16T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
31.75000190734863,0,2021-04-16T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
43.75000381469727,0,2021-04-16T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
25.00000190734863,0,2021-04-16T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
35,0,2021-04-16T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
22.25000190734863,0,2021-04-16T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
28.00000190734863,0,2021-04-16T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
48.25000381469727,0,2021-03-19T00:00:00Z,Call,48,RR/ LN Equity,93.69999694824219,1.0113190412268376
60.50000381469727,0,2021-03-19T00:00:00Z,Call,34,RR/ LN Equity,93.69999694824219,1.0113190412268376
67,0,2021-03-19T00:00:00Z,Call,27,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-03-19T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-03-19T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
37.75,0,2021-03-19T00:00:00Z,Call,62,RR/ LN Equity,93.69999694824219,1.0113190412268376
54.25000381469727,0,2021-03-19T00:00:00Z,Call,41,RR/ LN Equity,93.69999694824219,1.0113190412268376
29.25000190734863,0,2021-03-19T00:00:00Z,Call,75,RR/ LN Equity,93.69999694824219,1.0113190412268376
42.75000381469727,0,2021-03-19T00:00:00Z,Call,55,RR/ LN Equity,93.69999694824219,1.0113190412268376
21.50000190734863,0,2021-03-19T00:00:00Z,Call,89,RR/ LN Equity,93.69999694824219,1.0113190412268376
33,0,2021-03-19T00:00:00Z,Call,69,RR/ LN Equity,93.69999694824219,1.0113190412268376
25.25000190734863,0,2021-03-19T00:00:00Z,Call,82,RR/ LN Equity,93.69999694824219,1.0113190412268376
18,0,2021-03-19T00:00:00Z,Call,96,RR/ LN Equity,93.69999694824219,1.0113190412268376
72.75,0,2021-02-19T00:00:00Z,Call,21,RR/ LN Equity,93.69999694824219,1.0113190412268376
79.75,0,2021-02-19T00:00:00Z,Call,14,RR/ LN Equity,93.69999694824219,1.0113190412268376
